metric,condition,reference,field_a,field_b,reference_class,changed_class,affected_model_direction_flips,original_contradiction_supported_in_reference,same_original_witness_pair_retained
pr,pool_cls,half,28,36,contradiction,contradiction,0,True,True
pr,pool_cls,half,29,30,contradiction,contradiction,0,True,True
pr,pool_cls,half,29,31,contradiction,contradiction,0,True,True
pr,pool_cls,half,29,32,contradiction,contradiction,3,True,True
pr,pool_cls,half,29,33,contradiction,contradiction,1,True,True
pr,pool_cls,half,29,34,contradiction,contradiction,2,False,False
pr,pool_cls,half,29,35,contradiction,contradiction,2,True,True
pr,pool_cls,half,29,36,contradiction,contradiction,1,True,True
pr,pool_cls,half,30,31,contradiction,contradiction,0,True,True
pr,pool_cls,half,30,32,contradiction,contradiction,2,False,False
pr,pool_cls,half,30,33,contradiction,contradiction,1,True,True
pr,pool_cls,half,30,34,contradiction,contradiction,0,True,True
pr,pool_cls,half,30,35,contradiction,contradiction,2,True,True
pr,pool_cls,half,30,36,unanimous,contradiction,1,False,False
pr,pool_cls,half,31,32,contradiction,contradiction,1,True,True
pr,pool_cls,half,31,33,contradiction,contradiction,0,True,True
pr,pool_cls,half,31,34,contradiction,contradiction,1,True,True
pr,pool_cls,half,31,35,contradiction,contradiction,1,True,True
pr,pool_cls,half,31,36,contradiction,contradiction,1,True,True
pr,pool_cls,half,32,33,contradiction,contradiction,0,True,True
pr,pool_cls,half,32,34,contradiction,contradiction,3,True,False
pr,pool_cls,half,32,35,contradiction,unanimous,1,True,False
pr,pool_cls,half,32,36,contradiction,contradiction,1,True,True
pr,pool_cls,half,33,34,contradiction,contradiction,1,True,True
pr,pool_cls,half,33,35,contradiction,unanimous,2,True,False
pr,pool_cls,half,33,36,contradiction,contradiction,1,True,True
pr,pool_cls,half,34,35,contradiction,contradiction,0,True,True
pr,pool_cls,half,34,36,contradiction,contradiction,2,True,True
pr,pool_cls,half,35,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,12,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,13,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,14,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,15,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,16,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,17,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,18,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,19,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,20,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,21,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,22,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,23,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,24,contradiction,contradiction,0,False,False
angle_p50,pool_sep,half,11,25,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,11,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,27,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,29,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,11,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,11,34,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,11,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,11,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,13,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,14,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,15,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,16,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,17,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,18,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,19,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,20,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,21,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,22,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,23,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,24,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,12,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,26,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,27,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,30,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,32,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,12,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,34,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,12,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,12,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,14,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,13,15,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,13,16,contradiction,contradiction,2,True,False
angle_p50,pool_sep,half,13,17,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,13,18,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,19,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,20,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,13,21,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,22,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,13,23,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,24,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,13,25,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,13,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,13,27,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,13,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,29,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,13,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,13,31,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,13,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,13,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,13,34,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,13,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,13,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,15,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,16,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,14,17,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,18,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,14,19,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,20,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,14,21,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,14,22,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,14,23,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,14,24,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,14,27,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,14,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,14,33,contradiction,contradiction,0,False,False
angle_p50,pool_sep,half,14,34,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,14,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,14,36,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,15,16,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,15,17,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,15,18,contradiction,contradiction,0,False,False
angle_p50,pool_sep,half,15,19,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,15,20,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,15,21,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,15,22,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,15,23,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,15,24,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,15,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,15,26,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,15,27,contradiction,contradiction,1,False,False
angle_p50,pool_sep,half,15,28,contradiction,contradiction,0,False,False
angle_p50,pool_sep,half,15,29,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,15,30,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,15,31,contradiction,contradiction,0,False,False
angle_p50,pool_sep,half,15,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,15,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,15,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,15,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,15,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,16,17,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,16,18,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,16,19,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,20,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,16,21,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,22,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,16,23,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,24,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,16,25,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,16,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,27,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,29,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,16,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,16,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,16,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,16,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,16,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,17,18,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,17,19,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,17,20,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,17,21,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,17,22,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,17,23,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,17,24,contradiction,contradiction,2,True,False
angle_p50,pool_sep,half,17,25,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,17,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,17,27,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,17,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,17,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,17,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,17,31,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,17,32,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,17,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,17,34,contradiction,contradiction,3,True,False
angle_p50,pool_sep,half,17,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,17,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,18,19,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,20,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,21,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,22,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,23,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,18,24,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,27,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,31,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,18,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,18,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,18,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,19,20,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,21,contradiction,contradiction,1,False,False
angle_p50,pool_sep,half,19,22,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,19,23,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,19,24,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,19,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,26,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,27,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,29,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,19,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,31,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,19,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,19,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,19,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,19,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,19,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,21,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,22,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,20,23,contradiction,contradiction,2,True,False
angle_p50,pool_sep,half,20,24,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,20,27,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,29,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,20,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,31,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,20,32,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,33,contradiction,contradiction,1,False,False
angle_p50,pool_sep,half,20,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,20,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,20,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,21,22,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,21,23,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,21,24,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,21,25,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,21,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,21,27,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,21,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,21,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,21,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,21,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,21,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,21,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,21,34,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,21,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,21,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,22,23,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,22,24,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,22,25,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,22,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,22,27,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,22,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,22,29,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,22,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,22,31,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,22,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,22,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,22,34,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,22,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,22,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,23,24,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,23,25,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,23,26,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,23,27,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,23,28,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,23,29,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,23,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,23,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,23,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,23,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,23,34,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,23,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,23,36,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,24,25,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,24,26,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,24,27,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,24,28,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,24,29,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,24,30,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,24,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,24,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,24,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,24,34,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,24,35,contradiction,contradiction,0,False,False
angle_p50,pool_sep,half,24,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,25,26,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,25,27,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,25,28,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,25,29,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,25,30,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,25,31,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,25,32,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,25,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,25,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,25,35,unanimous,contradiction,2,False,False
angle_p50,pool_sep,half,25,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,26,27,contradiction,contradiction,3,True,True
angle_p50,pool_sep,half,26,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,26,29,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,26,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,26,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,26,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,26,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,26,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,26,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,26,36,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,27,28,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,27,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,27,30,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,27,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,27,32,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,27,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,27,34,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,27,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,27,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,28,29,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,28,30,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,28,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,28,32,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,28,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,28,34,contradiction,contradiction,1,False,False
angle_p50,pool_sep,half,28,35,unanimous,contradiction,1,False,False
angle_p50,pool_sep,half,28,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,29,30,contradiction,contradiction,4,True,False
angle_p50,pool_sep,half,29,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,29,32,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,29,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,29,34,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,29,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,29,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,30,31,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,30,32,contradiction,contradiction,2,True,True
angle_p50,pool_sep,half,30,33,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,30,34,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,30,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,30,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,31,32,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,31,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,31,34,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,31,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,31,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,32,33,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,32,34,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,32,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,32,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,33,34,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,33,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,33,36,contradiction,contradiction,1,True,True
angle_p50,pool_sep,half,34,35,unanimous,unanimous,0,False,False
angle_p50,pool_sep,half,34,36,contradiction,contradiction,0,True,True
angle_p50,pool_sep,half,35,36,unanimous,unanimous,0,False,False
pr,pool_sep,half,11,12,contradiction,contradiction,1,True,True
pr,pool_sep,half,11,13,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,14,contradiction,contradiction,1,True,True
pr,pool_sep,half,11,15,unanimous,unanimous,0,False,False
pr,pool_sep,half,11,16,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,17,contradiction,contradiction,3,True,True
pr,pool_sep,half,11,18,contradiction,contradiction,2,True,True
pr,pool_sep,half,11,19,unanimous,contradiction,1,False,False
pr,pool_sep,half,11,20,contradiction,contradiction,2,True,True
pr,pool_sep,half,11,21,unanimous,unanimous,0,False,False
pr,pool_sep,half,11,22,contradiction,contradiction,2,True,True
pr,pool_sep,half,11,23,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,24,contradiction,contradiction,2,True,True
pr,pool_sep,half,11,25,contradiction,contradiction,1,True,True
pr,pool_sep,half,11,26,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,27,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,28,contradiction,contradiction,1,True,True
pr,pool_sep,half,11,29,contradiction,contradiction,0,False,False
pr,pool_sep,half,11,30,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,31,contradiction,contradiction,0,True,True
pr,pool_sep,half,11,32,contradiction,contradiction,1,True,True
pr,pool_sep,half,11,33,contradiction,contradiction,1,True,True
pr,pool_sep,half,11,34,contradiction,contradiction,2,False,False
pr,pool_sep,half,11,35,unanimous,unanimous,0,False,False
pr,pool_sep,half,11,36,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,13,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,14,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,15,contradiction,contradiction,3,True,False
pr,pool_sep,half,12,16,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,17,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,18,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,19,contradiction,contradiction,3,True,True
pr,pool_sep,half,12,20,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,21,unanimous,contradiction,1,False,False
pr,pool_sep,half,12,22,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,23,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,24,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,25,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,26,unanimous,unanimous,0,False,False
pr,pool_sep,half,12,27,contradiction,contradiction,0,True,True
pr,pool_sep,half,12,28,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,29,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,30,contradiction,contradiction,1,True,True
pr,pool_sep,half,12,31,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,32,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,33,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,34,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,35,contradiction,contradiction,2,True,True
pr,pool_sep,half,12,36,contradiction,contradiction,1,True,True
pr,pool_sep,half,13,14,contradiction,contradiction,0,True,True
pr,pool_sep,half,13,15,unanimous,unanimous,0,False,False
pr,pool_sep,half,13,16,unanimous,unanimous,0,False,False
pr,pool_sep,half,13,17,contradiction,contradiction,1,True,True
pr,pool_sep,half,13,18,contradiction,contradiction,1,True,True
pr,pool_sep,half,13,19,contradiction,contradiction,0,True,True
pr,pool_sep,half,13,20,contradiction,contradiction,1,True,True
pr,pool_sep,half,13,21,unanimous,unanimous,0,False,False
pr,pool_sep,half,13,22,contradiction,contradiction,2,True,True
pr,pool_sep,half,13,23,contradiction,contradiction,0,True,True
pr,pool_sep,half,13,24,unanimous,contradiction,1,False,False
pr,pool_sep,half,13,25,contradiction,contradiction,1,True,True
pr,pool_sep,half,13,26,unanimous,unanimous,0,False,False
pr,pool_sep,half,13,27,contradiction,contradiction,1,True,True
pr,pool_sep,half,13,28,contradiction,contradiction,1,False,False
